Number of rooms,Area (m2),Price (€),Price per m2 (€),Zone,Link
2,8,44900,747,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-pb-mare-2-balcoane-IDjpPX.html#83e4f1dffc
2,47,51000,1085,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-xmare-sporit-zona-iosia-nord-IDlyy3.html#83e4f1dffc
2,46,46000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-IDlfeB.html#83e4f1dffc
2,62,61900,998,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-62mp-utili-IDlMS0.html#83e4f1dffc
4,170,177000,1041,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-ultracentral-str-v-alecsandrii-IDkRkk.html#83e4f1dffc
1,20,28000,1400,Oradea,https://www.storia.ro/ro/oferta/vand-garsoniera-rogerius-IDlxRU.html#83e4f1dffc
4,100,89500,895,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-cu-4-camere-IDjBe8.html#83e4f1dffc
4,90,92000,1022,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-ultralux-IDlx6d.html#83e4f1dffc
3,102,89000,873,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-3-camere-dacia-etajul-1-IDkrml.html#83e4f1dffc
3,72,81000,1125,Calea Aradului,https://www.storia.ro/ro/oferta/apartament-3-cam-xenopol-IDkrl9.html#83e4f1dffc
3,86,57000,663,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-3-camere-str-tusnadului-IDl3is.html#83e4f1dffc
4,132,112000,848,Oradea,https://www.storia.ro/ro/oferta/2-apartamente-ultracentral-IDm2ag.html#83e4f1dffc
1,32,37500,1172,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-cu-o-camer-IDm28Y.html#83e4f1dffc
2,71,59314,1065,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-IDj76D.html#83e4f1dffc
2,71,63155,1094,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-IDj777.html#83e4f1dffc
1,36,52142,1125,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-1-camera-IDj75R.html#83e4f1dffc
3,21,91335,959,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDj77G.html#83e4f1dffc
1,42,44990,1071,Nufarul,https://www.storia.ro/ro/oferta/real-brokers-apartament-1-camera-prima-nufarul-parter-IDlLn1.html#83e4f1dffc
3,89,71990,809,Oradea,https://www.storia.ro/ro/oferta/ocazie-apartament-nou-3-camere-2-bai-IDl7cH.html#83e4f1dffc
3,68,13478,198,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-prima-decebal-IDlpGL.html#83e4f1dffc
3,100,77000,770,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-3-camere-str-costaforu-IDjQIK.html#83e4f1dffc
2,78,57000,731,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-2-camere-sovata-IDjPXJ.html#83e4f1dffc
2,52,71000,1365,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vanzare-2-camere-prima-universitatii-oradea-IDlP67.html#83e4f1dffc
2,75,57500,767,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-bvd-dacia-etajul-2-IDlffy.html#83e4f1dffc
1,57,45423,881,Nufarul 2,https://www.storia.ro/ro/oferta/anastasia-residence-oradea-2-camere-IDkYQ3.html#6bc027357f
3,87,73000,839,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDlRTK.html#6bc027357f
3,86,82000,953,Orasul Nou,https://www.storia.ro/ro/oferta/vnzare-apartament-la-cas-ultracentral-IDlVmA.html#6bc027357f
3,68,79000,1162,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vanzare-3-camere-zona-decebal-IDgh14.html#6bc027357f
1,35,35200,1006,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-1-cam-35-mp-maregarsoniera-IDl64D.html#6bc027357f
3,95,85000,895,Oradea,https://www.storia.ro/ro/oferta/de-vnzare-apart-3-camere-IDlDMj.html#6bc027357f
3,133,79000,594,Oradea,https://www.storia.ro/ro/oferta/ultracentral-3-camere-IDjCDd.html#6bc027357f
2,75,58000,773,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-republicii-IDka1z.html#6bc027357f
2,54,85000,1574,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-luceafarul-IDkjfO.html#6bc027357f
4,90,81000,900,Oradea,https://www.storia.ro/ro/oferta/gaminvest-v2371a-de-vanzare-apartament-cu-4-camere-in-rogerius-oradea-IDl7KB.html#6bc027357f
2,65,51000,785,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-rogerius-IDkLjK.html#6bc027357f
1,33,43000,1303,Oradea,https://www.storia.ro/ro/oferta/vnd-garsoniera-ap-cu-o-camera-tip-d-parter-decomandat-in-rogerius-IDlUaF.html#6bc027357f
2,53,77000,1453,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cu-2-camere-nou-ared-IDlQxk.html#6bc027357f
3,64,58900,920,Oradea,https://www.storia.ro/ro/oferta/ap-3-cam-decom-tip-pc-2-balcoane-mari-si-loc-parcare-platit-IDhR7e.html#6bc027357f
1,21,31900,1519,Oradea,https://www.storia.ro/ro/oferta/vand-garsoniera-zona-iosia-IDlP9s.html#6bc027357f
2,57,49990,877,Iosia,https://www.storia.ro/ro/oferta/real-brokers-apartament-2-camere-lapusului-IDlLlB.html#6bc027357f
2,48,55000,1146,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-IDlmAq.html#6bc027357f
3,65,60000,923,Oradea,https://www.storia.ro/ro/oferta/vnd-urgent-apartament-3-camere-IDlr6y.html#6bc027357f
2,42,55000,1310,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-IDkuAc.html#6bc027357f
3,55,70000,1273,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-prima-nufarul-IDlUpf.html#6bc027357f
2,65,53000,815,Oradea,https://www.storia.ro/ro/oferta/apart-2-cam-pb-mare-iosia-nord-IDm5w8.html#6bc027357f
3,67,88000,1313,Oradea,https://www.storia.ro/ro/oferta/apartament-nou-3-camere-si-2-bai-IDlEgB.html#6bc027357f
3,55,58000,1055,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-rogerius-IDlkRS.html#6bc027357f
1,30,32500,1083,Oradea,https://www.storia.ro/ro/oferta/vnd-ap-1-camera-rogerius-IDlTp7.html#6bc027357f
2,48,50000,1042,Oradea,https://www.storia.ro/ro/oferta/apartament-nou-2-camere-prima-universitatii-IDm4KG.html#6bc027357f
3,55,57900,1053,Oradea,https://www.storia.ro/ro/oferta/apartament-nou-3-camere-finisat-prima-nufarul-57900-eur-IDldxW.html#6bc027357f
1,19,25000,1316,Oradea,https://www.storia.ro/ro/oferta/vand-garsoniera-rogerius-IDlT0a.html#6bc027357f
2,98,105000,1071,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-ultracentral-2-camere-cu-posibilitate-de-mansardare-IDlUmZ.html#0b147b7b66
3,82,64000,780,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufarul-IDlJdE.html#0b147b7b66
3,84,60990,657,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-3-camere-bulevardul-dacia-IDlWkq.html#0b147b7b66
2,40,45000,1125,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-IDlDZB.html#0b147b7b66
3,80,89000,1113,Oradea,https://www.storia.ro/ro/oferta/vnd-apart-ultracentral-magheru-105-mp-IDlall.html#0b147b7b66
1,16,30000,1875,Oradea,https://www.storia.ro/ro/oferta/vand-garsoniera-decomandat-IDm1mf.html#0b147b7b66
3,75,76397,1019,Oradea,https://www.storia.ro/ro/oferta/vand-ap-3-camere-IDlWcK.html#0b147b7b66
2,60,67000,1117,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-zona-central-lang-liceul-mihai-eminescu-IDiRtL.html#0b147b7b66
1,15,9317,621,Calea Aradului,https://www.storia.ro/ro/oferta/apartament-1-camera-iza-ID1nAA.html#0b147b7b66
2,55,58500,1064,Oradea,https://www.storia.ro/ro/oferta/vand-apartam-cf-1-decebal-mobilat-utilat-modern-IDl4Y2.html#0b147b7b66
3,76,65000,855,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-n-rogerius-IDlULH.html#0b147b7b66
3,76,65000,855,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-n-oradea-IDlUKF.html#0b147b7b66
2,50,44000,880,Oradea,https://www.storia.ro/ro/oferta/apartament-parter-semicentral-decebal-IDjOfd.html#0b147b7b66
2,50,42000,840,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cu-2-camere-x-dar-decomandat-IDluCh.html#0b147b7b66
2,54,57000,1056,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-plus-usctorie-zona-cazaban-tip-r-IDm629.html#0b147b7b66
2,44,53500,1216,Oradea,https://www.storia.ro/ro/oferta/apartament-nou-situat-in-bloc-nou-ared-IDm07X.html#0b147b7b66
1,27,27000,1000,Oradea,https://www.storia.ro/ro/oferta/vnd-garsoniera-zona-iosia-IDiVkB.html#0b147b7b66
2,60,62000,1033,Oradea,https://www.storia.ro/ro/oferta/de-vanzare-ultracentral-IDm4QS.html#0b147b7b66
1,29,7400,255,Oradea,https://www.storia.ro/ro/oferta/apartament-1-camera-conf-1-IDlFDd.html#0b147b7b66
4,150,180000,1200,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-autorizat-ca-spatiu-comercial-regim-aparthotel-IDlYoH.html#0b147b7b66
3,68,55000,809,Oradea,https://www.storia.ro/ro/oferta/apartament-3-cam-pf-IDiX3g.html#0b147b7b66
2,48,59800,1246,Oradea,https://www.storia.ro/ro/oferta/vand-ap-2-camere-IDltm6.html#0b147b7b66
1,20,25000,1250,Oradea,https://www.storia.ro/ro/oferta/vnd-garsonier-zona-decebal-IDm3e0.html#0b147b7b66
1,33,31000,939,Oradea,https://www.storia.ro/ro/oferta/garsoniera-mare-IDlDha.html#0b147b7b66
3,53,10155,192,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-c-oradea-IDlQNs.html#0b147b7b66
3,65,67000,1031,Oradea,https://www.storia.ro/ro/oferta/apartament-sf-apostol-andrei-IDloob.html#0b147b7b66
2,113,74000,655,Oradea,https://www.storia.ro/ro/oferta/4vind-apartament-la-cas-IDlQyP.html#0b147b7b66
3,85,84000,988,Decebal-Dacia,https://www.storia.ro/ro/oferta/aprtament-3-camere-bd-dacia-IDlRTh.html#3fcced48f9
2,58,54800,945,Subcetate,https://www.storia.ro/ro/oferta/2-apartamente-zona-piata-1-decembrie-ultracentral-vizavi-oradea-plaza-IDlBmI.html#3fcced48f9
3,84,60990,657,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-3-camere-bulevardul-dacia-IDlWkq.html#3fcced48f9
1,30,8000,267,Oradea,https://www.storia.ro/ro/oferta/garsoniera-confort-1-tei-IDlV7K.html#3fcced48f9
2,50,82600,1652,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-IDlPHs.html#3fcced48f9
1,28,7300,261,Oradea,https://www.storia.ro/ro/oferta/garsoniera-28-mp-zona-alesd-IDlCXd.html#3fcced48f9
2,38,38000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-IDlWaV.html#3fcced48f9
1,33,39000,1182,Oradea,https://www.storia.ro/ro/oferta/vind-garsoniera-IDjemv.html#3fcced48f9
1,31,35000,1129,Oradea,https://www.storia.ro/ro/oferta/garsoniera-de-vanzare-IDlLLO.html#3fcced48f9
2,62,46000,742,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-zona-centrala-IDhC5d.html#3fcced48f9
2,38,39000,1026,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-2-camere-IDm0kc.html#3fcced48f9
2,55,46600,847,Oradea,https://www.storia.ro/ro/oferta/apartament-bloc-nou-aproape-de-galeriile-lotus-si-kaufland-IDfkRW.html#3fcced48f9
3,48,51900,1081,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-rogerius-etaj-1-tip-x-IDgpyU.html#3fcced48f9
2,56,58000,1036,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-decebal-IDjVwb.html#3fcced48f9
2,75,90000,1200,Olosig,https://www.storia.ro/ro/oferta/apartament-2-camere-bul-magheru-IDkrmW.html#3fcced48f9
2,60,62000,1033,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-in-complex-rezidential-iosia-cu-garaj-IDlWio.html#3fcced48f9
2,45,42500,944,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-IDkr6f.html#3fcced48f9
1,12,23000,1917,Oradea,https://www.storia.ro/ro/oferta/vand-garsoniera-IDkSft.html#3fcced48f9
2,55,68000,1236,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-n-zona-nufaru-IDlOeO.html#3fcced48f9
1,12,17600,1467,Oradea,https://www.storia.ro/ro/oferta/vand-garsoniera-in-oradea-zona-horea-parcul-22-decembrie-IDlQNG.html#3fcced48f9
4,87,73000,839,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-IDkkIQ.html#3fcced48f9
2,35,40000,1143,Oradea,https://www.storia.ro/ro/oferta/schimb-apartament-cu-o-casuta-in-zona-de-munte-IDm3pE.html#3fcced48f9
3,70,110000,1571,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-cam-lux-mobilat-utilat-residence-onestilor-IDlFIb.html#3fcced48f9
2,40,41500,1038,Oradea,https://www.storia.ro/ro/oferta/ap-2-cam-decomandat-perla-coposu-IDm4WW.html#3fcced48f9
1,30,30000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-1-camera-rogerius-IDlJQT.html#3fcced48f9
2,56,46475,830,Oradea,https://www.storia.ro/ro/oferta/ap-2-cam-bloc-nou-prima-shops-IDiJqZ.html#3fcced48f9
3,74,69900,945,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-IDl82M.html#3fcced48f9
